,fecha,precio
164,2009-03-31,108.17769748387097
165,2009-04-30,88.94394527777777
166,2009-05-31,118.08310166666666
167,2009-06-30,125.58334211111111
168,2009-07-31,125.5168734516129
169,2009-08-31,127.68792277419355
170,2009-09-30,182.5095005
171,2009-10-31,189.9344263655914
172,2009-11-30,152.5286312888889
173,2009-12-31,190.438782125
174,2010-01-31,152.25787558064516
175,2010-02-28,195.59115854761907
176,2010-03-31,189.981887
177,2010-04-30,195.5365247
178,2010-05-31,150.3243332580645
179,2010-06-30,91.33092138888888
180,2010-07-31,82.94435402150538
181,2010-08-31,84.85816305376345
182,2010-09-30,112.30941277777778
183,2010-10-31,136.5222227204301
184,2010-11-30,92.01793782222222
185,2010-12-31,66.69853210752687
186,2011-01-31,89.47051836559139
187,2011-02-28,105.68437985714284
188,2011-03-31,79.7267019032258
189,2011-04-30,73.41635112222222
190,2011-05-31,58.49071407526881
191,2011-06-30,60.06163481111111
192,2011-07-31,55.513861784946236
193,2011-08-31,88.97861669892472
194,2011-09-30,92.50953437777777
195,2011-10-31,72.86567944086022
196,2011-11-30,70.53858275555557
197,2011-12-31,55.75605648387097
198,2012-01-31,53.61037947311828
199,2012-02-29,78.49598144827587
200,2012-03-31,119.10521388172042
201,2012-04-30,56.994274188888895
202,2012-05-31,46.858692741935485
203,2012-06-30,87.35270906666666
204,2012-07-31,79.17754592473119
205,2012-08-31,140.26220102150538
206,2012-09-30,183.37784013333334
207,2012-10-31,198.00380627956991
208,2012-11-30,166.9982269888889
209,2012-12-31,180.33917053763443
210,2013-01-31,184.45569695698924
211,2013-02-28,181.17711414285714
212,2013-03-31,137.53884632258064
213,2013-04-30,229.82422287777777
214,2013-05-31,139.81515178494624
215,2013-06-30,143.10235772222222
216,2013-07-31,232.1402435376344
217,2013-08-31,150.55001888172043
218,2013-09-30,144.2059049111111
219,2013-10-31,211.9383313333333
220,2013-11-30,210.38550514444444
221,2013-12-31,164.02847475268817
222,2014-01-31,160.47509748387097
223,2014-02-28,187.96510933333334
224,2014-03-31,151.3030924301075
225,2014-04-30,373.7469429222223
226,2014-05-31,381.978995967742
227,2014-06-30,334.87149411111113
228,2014-07-31,184.669632655914
229,2014-08-31,200.16727843010753
230,2014-09-30,177.31851948888888
231,2014-10-31,207.02634377419358
232,2014-11-30,166.56813924444444
233,2014-12-31,175.05465266666667
234,2015-01-31,187.59591108602152
235,2015-02-28,166.2312292738095
236,2015-03-31,205.50295066666666
237,2015-04-30,161.30443577777777
238,2015-05-31,259.19893135483875
239,2015-06-30,186.4165488
240,2015-07-31,206.15807048387097
241,2015-08-31,183.70840486021504
242,2015-09-30,458.83468584444444
243,2015-10-31,1106.6191596129033
244,2015-11-30,766.9919818444445
245,2015-12-31,630.1935495913979
246,2016-01-31,554.1589823010753
247,2016-02-29,645.9999111494253
248,2016-03-31,830.0181967526881
249,2016-04-30,332.4932637111111
250,2016-05-31,140.310380827957
251,2016-06-30,167.97191656666666
252,2016-07-31,129.2143740967742
253,2016-08-31,198.01271958064515
254,2016-09-30,150.59206786666667
255,2016-10-31,184.90752011827956
256,2016-11-30,166.53259242222222
257,2016-12-31,107.43928008602151
258,2017-01-31,111.50643569892473
259,2017-02-28,156.9946869642857
260,2017-03-31,119.85909288172043
261,2017-04-30,96.47702438888888
262,2017-05-31,71.65047594623657
263,2017-06-30,68.50058371111112
264,2017-07-31,70.60407205376345
265,2017-08-31,92.5729874516129
266,2017-09-30,124.32170758888888
267,2017-10-31,137.36530622580645
268,2017-11-30,126.7126061
269,2017-12-31,101.34635160215053
270,2018-01-31,124.59159672222223
271,2018-02-28,140.03725386904762
272,2018-03-31,172.13389489247314
273,2018-04-30,115.66846886666667
274,2018-05-31,75.11800815053763
275,2018-06-30,73.93359082222221
276,2018-07-31,79.88897687096774
277,2018-08-31,95.0304954731183
278,2018-09-30,101.43225115555556
279,2018-10-31,121.85983808602151
280,2018-11-30,104.11863222222223
281,2018-12-31,191.33679912903224
282,2019-01-31,285.0942324777778
283,2019-02-28,303.47030651190477
284,2019-03-31,262.8579173548387
285,2019-04-30,189.79297133333333
286,2019-05-31,172.12713089247313
287,2019-06-30,113.2835582111111
288,2019-07-31,122.33132255913978
289,2019-08-31,147.25797603225809
290,2019-09-30,284.7564741333333
291,2019-10-31,321.28708861290323
292,2019-11-30,232.89346135555553
293,2019-12-31,308.5090387311828
294,2020-01-31,329.27348611111114
295,2020-02-29,430.5174712643679
296,2020-03-31,339.49159946236557
297,2020-04-30,252.15969444444445
298,2020-05-31,360.98383064516133
299,2020-06-30,306.5829444444444
300,2020-07-31,156.87837365591398
301,2020-08-31,158.96676075268817
302,2020-09-30,150.94013888888887
303,2020-10-31,198.31229838709677
304,2020-11-30,179.98218055555554
305,2020-12-31,163.23012096774195
306,2021-01-31,182.4464027777778
307,2021-02-28,270.12638392857144
308,2021-03-31,165.89689516129033
309,2021-04-30,162.536
