,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
0,Precio Bolsa Nacional ($/kWh) 1999,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,
2,Fecha,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0
3,1999-01-01 00:00:00,32.52995,26.02995,26.02995,25.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.52995,21.43995
4,1999-01-02 00:00:00,21.51495,21.51495,21.44495,21.44495,21.51495,21.51495,21.51495,21.51495,25.52995,25.52995,21.51495,21.51495,21.44495,21.51495,21.51495,21.51495,21.51495,21.51495,32.52995,32.52995,32.52995,32.52995,26.02995,25.52995
5,1999-01-03 00:00:00,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,22.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,22.52995,26.02995,26.02995,22.52995,26.02995,26.02995,25.52995
6,1999-01-04 00:00:00,23.02995,23.02995,23.02995,23.02995,23.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,26.02995,33.52995,33.52995,26.02995,26.02995,26.02995,26.02995
7,1999-01-05 00:00:00,24.52995,24.52995,24.52995,24.52995,24.52995,25.52995,24.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,26.02995,26.02995,27.02995,27.02995,30.52995,33.52995,33.52995,27.02995,27.02995,26.02995
8,1999-01-06 00:00:00,26.12995,26.12995,26.12995,26.12995,26.12995,26.12995,26.12995,27.02995,26.12995,26.12995,26.12995,26.12995,26.12995,26.12995,26.12995,25.52995,26.12995,26.12995,30.52995,34.52995,27.02995,27.02995,27.02995,26.12995
9,1999-01-07 00:00:00,27.02995,27.02995,27.02995,27.02995,27.02995,27.02995,25.52995,25.52995,25.52995,25.52995,25.52995,27.02995,27.02995,25.52995,25.52995,25.52995,25.52995,25.52995,30.52995,34.52995,27.02995,25.52995,27.02995,27.02995
10,1999-01-08 00:00:00,26.52995,25.52995,25.52995,25.52995,25.52995,26.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,26.52995,25.52995,25.52995,27.02995,25.52995
11,1999-01-09 00:00:00,26.52995,25.52995,25.52995,25.52995,26.52995,25.52995,25.52995,26.52995,26.52995,26.52995,37.52995,26.52995,26.52995,37.52995,30.52995,26.52995,26.52995,30.52995,26.52995,26.52995,26.52995,26.52995,27.02995,26.52995
12,1999-01-10 00:00:00,24.52995,24.52995,24.12995,24.12995,24.12995,24.12995,23.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,24.12995
13,1999-01-11 00:00:00,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,24.52995,25.52995,30.609949999999998,37.52995,37.52995,25.52995,25.52995,25.52995,25.52995,25.52995,25.52995,37.52995,30.609949999999998,24.52995,25.52995,25.52995
14,1999-01-12 00:00:00,24.02995,23.02995,23.02995,23.02995,24.02995,24.36995,24.02995,24.36995,25.52995,25.52995,25.52995,37.52995,37.52995,25.52995,25.52995,25.52995,25.52995,25.52995,37.52995,37.52995,25.52995,30.55995,27.02995,24.36995
15,1999-01-13 00:00:00,21.52995,21.52995,21.52995,21.52995,21.52995,22.52995,22.52995,22.52995,23.52995,23.52995,23.52995,23.52995,23.52995,23.52995,23.52995,22.52995,22.52995,22.52995,23.52995,23.52995,23.52995,23.52995,23.02995,22.32995
16,1999-01-14 00:00:00,21.51495,21.51495,21.51495,21.51495,21.51495,22.02995,22.02995,27.52995,37.52995,22.02995,22.02995,22.02995,22.02995,22.02995,27.52995,22.02995,27.52995,37.52995,22.02995,22.02995,22.02995,22.02995,27.02995,21.62995
17,1999-01-15 00:00:00,22.02995,22.02995,22.02995,22.02995,27.02995,27.02995,27.52995,27.52995,27.52995,22.02995,22.02995,37.52995,37.52995,22.02995,22.02995,27.52995,27.52995,22.02995,22.02995,37.52995,22.02995,27.52995,27.02995,22.02995
18,1999-01-16 00:00:00,27.02995,27.02995,27.02995,27.02995,27.02995,27.02995,22.02995,27.52995,27.52995,22.52995,22.52995,22.52995,22.52995,22.52995,22.52995,36.52995,36.52995,36.52995,22.52995,37.52995,22.52995,22.52995,22.52995,22.02995
19,1999-01-17 00:00:00,27.02495,27.02495,22.02995,22.02995,22.02995,22.02995,21.62995,21.62995,21.72995,21.72995,21.72995,21.72995,21.72995,22.02995,21.62995,22.02995,22.02995,21.72995,21.72995,22.02995,21.72995,22.02995,22.02995,27.52995
20,1999-01-18 00:00:00,27.02995,21.82995,21.82995,21.82995,27.02995,27.52995,22.679949999999998,27.52995,27.52995,37.52995,37.52995,37.52995,37.52995,27.52995,27.52995,21.82995,21.82995,36.52995,37.52995,40.52995,37.52995,37.52995,27.52995,27.52995
21,1999-01-19 00:00:00,27.02995,27.02995,27.02995,27.02995,27.02995,27.02995,22.52995,27.52995,27.52995,25.52995,22.52995,22.52995,22.52995,21.82995,25.52995,21.82995,21.82995,21.82995,37.52995,40.52995,37.52995,22.52995,22.52995,25.52995
22,1999-01-20 00:00:00,25.62995,25.62995,25.62995,25.62995,25.62995,27.02995,25.52995,37.52995,37.52995,25.52995,22.02995,22.02995,22.02995,21.82995,21.82995,21.82995,21.82995,22.02995,37.52995,37.52995,37.52995,22.02995,25.52995,25.52995
23,1999-01-21 00:00:00,22.52995,22.52995,22.52995,22.52995,22.52995,27.02995,25.52995,25.52995,21.82995,21.82995,21.82995,25.52995,21.82995,27.52995,25.52995,25.52995,25.52995,27.52995,37.52995,37.52995,37.52995,37.52995,27.02995,25.52995
24,1999-01-22 00:00:00,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,21.82995,27.429949999999998,27.52995,27.429949999999998,21.82995,21.82995,21.82995,27.429949999999998,27.429949999999998,21.82995,21.82995,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,21.82995
25,1999-01-23 00:00:00,21.82995,21.82995,21.82995,21.82995,21.82995,27.02995,27.429949999999998,27.429949999999998,27.429949999999998,37.52995,37.52995,37.52995,37.52995,27.429949999999998,27.429949999999998,21.82995,21.82995,25.52995,27.429949999999998,37.52995,27.429949999999998,21.82995,21.82995,21.82995
26,1999-01-24 00:00:00,21.62995,21.62995,21.62995,21.62995,21.62995,21.62995,22.02995,25.52995,27.02995,27.429949999999998,27.429949999999998,27.52995,25.52995,27.02995,25.52995,22.02995,22.02995,22.02995,22.02995,25.52995,22.02995,21.72995,21.62995,22.02995
27,1999-01-25 00:00:00,21.51495,21.51495,21.51495,21.51495,21.51495,21.52995,21.52995,21.62995,21.62995,21.52995,21.52995,25.52995,27.429949999999998,25.52995,25.52995,25.52995,25.52995,25.52995,27.429949999999998,37.52995,25.52995,21.52995,25.52995,21.519949999999998
28,1999-01-26 00:00:00,21.519949999999998,21.519949999999998,21.519949999999998,21.519949999999998,21.52495,25.02995,25.52995,27.52995,37.52995,21.52995,25.02995,25.02995,21.52995,27.52995,25.52995,25.52995,27.52995,37.52995,37.52995,37.52995,37.52995,37.52995,25.52995,21.52495
29,1999-01-27 00:00:00,18.985,18.985,18.985,18.985,18.985,22.5,22.5,23.0,23.0,23.0,23.0,35.0,23.0,19.0,19.0,19.0,19.0,19.0,35.0,35.0,23.0,19.0,22.5,18.985
30,1999-01-28 00:00:00,18.99,18.985,18.985,18.985,18.985,18.985,18.985,23.0,18.985,18.985,18.985,18.985,18.985,23.0,23.0,18.985,18.985,18.985,23.0,35.0,23.0,18.985,23.0,18.99
31,1999-01-29 00:00:00,20.0,20.0,18.985,18.985,18.985,18.985,18.985,23.0,18.985,18.985,23.0,23.0,23.0,18.985,18.985,18.985,18.985,18.985,18.985,35.0,23.0,18.985,18.985,18.985
32,1999-01-30 00:00:00,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,23.0,23.0,23.0,23.0,24.0,18.985,18.985,18.985,18.985,19.0,18.985,35.0,23.0,18.985,23.0,19.0
33,1999-01-31 00:00:00,19.0,19.0,18.985,18.985,18.985,18.985,18.985,18.985,22.99,22.99,22.99,22.99,22.99,22.99,19.0,19.0,19.0,18.985,18.985,18.985,18.985,23.0,22.99,19.0
34,1999-02-01 00:00:00,24.37386,23.87386,23.87386,23.87386,23.08886,23.87386,23.87386,27.37386,27.37386,23.08886,23.08886,23.08886,23.08886,23.08886,23.87386,27.37386,27.37386,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,39.37386000000001,27.37386,24.37386
35,1999-02-02 00:00:00,23.973860000000002,23.973860000000002,23.973860000000002,23.973860000000002,23.08886,24.87386,38.87386000000001,24.87386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,22.87386,23.973860000000002
36,1999-02-03 00:00:00,23.17386,23.17386,23.17386,23.17386,23.17386,24.87386,24.87386,24.87386,24.87386,22.87386,22.87386,22.87386,22.87386,23.08886,23.08886,23.08886,23.08886,23.08886,37.87386000000001,39.37386000000001,37.87386000000001,23.08886,24.87386,22.87386
37,1999-02-04 00:00:00,23.17386,23.08886,23.08886,23.08886,23.17386,23.08886,38.87386000000001,38.87386000000001,39.37386000000001,23.08886,23.08886,25.38386,39.37386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,35.87386000000001,23.17386
38,1999-02-05 00:00:00,23.17386,23.08886,23.08886,23.08886,23.17386,23.08886,23.08886,23.08886,25.38386,25.38386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,37.87386000000001,39.37386000000001,23.08886,23.08886,23.17386,23.17386
39,1999-02-06 00:00:00,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,25.26386,38.87386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,23.08886,23.13386,23.13386
40,1999-02-07 00:00:00,23.13386,23.13386,23.13386,23.08886,23.08886,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,24.87386,23.13386,23.13386
41,1999-02-08 00:00:00,23.08886,23.08886,23.08886,23.08886,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,25.87386,23.13386
42,1999-02-09 00:00:00,23.08886,23.08886,23.08886,23.08886,23.13386,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,23.08886,23.13386,23.13386
43,1999-02-10 00:00:00,23.08886,23.07386,23.07386,23.08886,23.08886,25.87386,23.08886,23.08886,23.08886,23.08886,23.08886,23.07386,23.07386,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.07386,23.07386,23.07386
44,1999-02-11 00:00:00,23.07386,22.67386,22.67386,22.67386,23.07386,23.07386,38.87386000000001,25.22286,38.87386000000001,22.67386,22.313860000000002,22.313860000000002,22.67386,23.07386,23.07386,23.07386,23.07386,23.07386,38.87386000000001,39.37386000000001,22.67386,23.07386,22.67386,22.313860000000002
45,1999-02-12 00:00:00,22.47386,22.313860000000002,22.313860000000002,22.47386,22.47386,22.313860000000002,22.67386,22.67386,22.67386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,22.67386,22.67386,22.67386,22.47386,22.67386,22.47386,39.37386000000001,38.87386000000001,22.67386,22.47386,22.313860000000002
46,1999-02-13 00:00:00,24.87386,24.87386,24.87386,24.87386,24.87386,22.313860000000002,22.47386,24.87386,25.42386,38.87386000000001,38.87386000000001,38.87386000000001,38.87386000000001,24.87386,24.87386,24.87386,24.87386,24.87386,22.47386,39.37386000000001,25.42386,25.87386,25.87386,24.87386
47,1999-02-14 00:00:00,22.47386,22.313860000000002,22.47386,22.47386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,24.77386,24.87386,24.87386,35.87386000000001,24.87386,24.77386,24.77386,22.313860000000002,22.313860000000002,22.313860000000002,24.87386,38.87386000000001,25.87386,24.77386,22.47386,22.47386
48,1999-02-15 00:00:00,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,24.77386,24.77386,24.77386,24.77386,24.77386,23.08886,24.77386,23.08886,24.77386,24.77386,24.77386,24.77386,24.77386,23.08886,39.37386000000001,23.08886,23.08886,22.313860000000002,22.313860000000002
49,1999-02-16 00:00:00,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,38.87386000000001,24.39386,24.39386,38.87386000000001,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,38.87386000000001,43.87386000000001,38.87386000000001,23.08886,22.313860000000002,22.313860000000002
50,1999-02-17 00:00:00,25.87386,25.87386,25.87386,22.313860000000002,22.313860000000002,24.473860000000002,23.08886,22.313860000000002,22.313860000000002,23.08886,23.08886,23.08886,23.08886,24.473860000000002,23.08886,23.08886,23.08886,23.08886,38.87386000000001,39.37386000000001,38.87386000000001,23.08886,22.313860000000002,22.313860000000002
51,1999-02-18 00:00:00,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,39.37386000000001,39.37386000000001,39.37386000000001,39.37386000000001,22.313860000000002,22.313860000000002,22.313860000000002,23.08886,23.08886,23.08886,23.08886,23.08886,23.08886,38.87386000000001,23.08886,22.313860000000002,22.313860000000002,22.313860000000002
52,1999-02-19 00:00:00,24.87386,24.87386,24.87386,24.87386,22.313860000000002,22.313860000000002,38.87386000000001,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,38.87386000000001,38.87386000000001,38.87386000000001,38.87386000000001,23.08886,23.08886,23.08886,22.313860000000002,23.08886,25.87386,24.87386
53,1999-02-20 00:00:00,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,24.86386,22.47386,22.47386,24.86386,24.86386,24.86386,39.37386000000001,38.87386000000001,38.87386000000001,24.86386,23.08886,23.08886,23.08886,23.08886,23.08886,22.47386,22.313860000000002
54,1999-02-21 00:00:00,22.313860000000002,22.313860000000002,22.313860000000002,22.47386,22.47386,22.47386,22.47386,22.47386,22.47386,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.313860000000002,22.31286,22.31286,22.313860000000002,24.86386,39.37386000000001,38.87386000000001,22.47386,22.47386,22.47386
55,1999-02-22 00:00:00,23.27386,23.27386,23.27386,23.27386,23.27386,38.87386000000001,22.31886,22.31886,22.31886,22.31886,22.31886,22.31886,22.31886,22.313860000000002,22.313860000000002,24.86886,22.313860000000002,24.86886,23.08886,23.08886,23.08886,23.08886,23.27386,23.08886
