,Precio Bolsa Nacional ($/kWh) 2003,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
66,2003-03-06,67.29936,67.29936,67.29936,67.29936,67.29936,69.14936,69.24936,69.24936,69.24936,69.24936,70.13936,74.14936,69.24936,69.24936,69.24936,69.24936,69.24936,69.24936,80.15036,80.15036,80.15036,80.14936,69.24936,69.14936
67,2003-03-07,67.14936,66.14936,66.14936,66.14936,66.14936,69.14936,69.14936,69.14936,69.24936,69.24936,69.24936,69.24936,69.14936,69.14936,69.14936,69.24936,69.14936,69.14936,70.24936,70.24936,70.24936,69.24936,69.14936,67.14936
68,2003-03-08,69.04936,68.14936,68.14936,68.14936,68.14936,69.14936,69.14936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,70.74936,80.15036,80.15036,80.15036,80.15036,70.74936,70.74936
69,2003-03-09,69.14936,68.14936,68.14936,68.14936,68.14936,68.14936,68.14936,69.03936,69.14936,69.14936,69.14936,73.79936,73.79936,69.14936,69.14936,69.03936,68.14936,69.14936,73.79936,80.15036,74.14936,73.79936,73.79936,69.03936
70,2003-03-10,70.13936,69.14936,69.14936,69.14936,72.14936,73.14936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,75.39936,80.15036,80.15036,80.15036,75.39936,74.14936,72.14936
71,2003-03-11,71.14936,71.14936,71.14936,71.14936,71.14936,74.19936,74.24936,74.24936,74.24936,74.24936,75.89936,75.89936,75.89936,74.24936,75.89936,75.89936,75.89936,75.89936,75.89936,78.14936,75.89936,75.89936,74.24936,74.14936
72,2003-03-12,75.89936,75.89936,75.89936,75.89936,75.89936,78.14936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,78.24936,79.14936,79.15036,79.15036,79.15036,79.14936,78.24936,75.89936
73,2003-03-13,77.14936,74.14936,73.14936,73.14936,77.14936,78.34936,78.34936,78.34936,80.14936,80.14936,80.14936,80.14936,80.14936,78.34936,80.14936,80.14936,80.14936,80.14936,86.14936,87.15036,80.64936,80.64936,78.34936,78.34936
74,2003-03-14,78.14936,78.14936,76.14936,76.14936,78.14936,79.14936,79.14936,79.14936,79.14936,79.14936,80.19936,80.19936,80.19936,79.14936,79.14936,79.14936,79.14936,80.19936,88.14936,88.14936,86.14936,80.19936,79.14936,79.14936
75,2003-03-15,85.94936,85.94936,80.04936,80.04936,80.04936,85.94936,85.94936,85.94936,86.14936,88.14836,88.14836,88.14836,88.14836,86.14936,85.94936,85.94936,85.94936,86.14936,88.14836,88.14936,88.14836,88.14836,85.94936,85.94936
76,2003-03-16,88.04936,86.14936,79.14936,79.14936,79.14936,79.14936,79.14936,86.14936,88.04936,88.04936,88.14836,88.14836,88.14836,88.14836,88.04936,88.04936,88.04936,88.04936,88.24936,88.24936,88.24936,88.14836,88.14836,86.14936
